date,timestamp,cryptocurrency,price,open_price,close_price,high_price,low_price,volume_24h,market_cap,price_change,price_change_pct,log_return,volatility_7d
2021-08-13,2021-08-13T00:00:00Z,doge,0.2869,0.2642,0.2869,0.2875,0.2619,206410328.08,NA,NA,NA,NA,NA
2021-08-14,2021-08-14T00:00:00Z,doge,0.2941,0.2869,0.2941,0.2986,0.2763,260906424.89,NA,0.007199999999999984,2.5095852213314673,0.02478612257263017,NA
2021-08-15,2021-08-15T00:00:00Z,doge,0.3403,0.2941,0.3403,0.3497,0.2872,465059980.83,NA,0.04620000000000002,15.708942536552195,0.14590773594691073,NA
2021-08-16,2021-08-16T00:00:00Z,doge,0.3196,0.3403,0.3196,0.3514,0.3104,436856880.92,NA,-0.020699999999999996,-6.082868057596236,-0.0627573676147404,NA
2021-08-17,2021-08-17T00:00:00Z,doge,0.2993,0.3196,0.2993,0.3397,0.2951,345099181.77,NA,-0.020299999999999985,-6.35168961201501,-0.06562379903346625,NA
2021-08-18,2021-08-18T00:00:00Z,doge,0.3031,0.2993,0.3031,0.3246,0.2795,396963032.99,NA,0.00379999999999997,1.2696291346474986,0.012616369205104097,NA
2021-08-19,2021-08-19T00:00:00Z,doge,0.3178,0.3031,0.3178,0.3192,0.2939,235098095.35,NA,0.014700000000000046,4.849884526558901,0.04735947003885823,NA
2021-08-20,2021-08-20T00:00:00Z,doge,0.3274,0.3178,0.3274,0.3335,0.314,212504157.88,NA,0.009599999999999997,3.020767778477018,0.029760410834418813,7.448193000554706
2021-08-21,2021-08-21T00:00:00Z,doge,0.3169,0.3274,0.3169,0.3296,0.3158,146641684.13,NA,-0.01050000000000001,-3.2070861331704337,-0.03259639824015947,7.708745423657224
2021-08-22,2021-08-22T00:00:00Z,doge,0.3149,0.3169,0.3149,0.3216,0.3056,117986549.47,NA,-0.0020000000000000018,-0.631113916061854,-0.006331138589896148,4.378353330305804
2021-08-23,2021-08-23T00:00:00Z,doge,0.3179,0.3149,0.3179,0.3278,0.3133,161857279.96,NA,0.0030000000000000027,0.9526833915528776,0.009481739809778095,3.7901694505687007
2021-08-24,2021-08-24T00:00:00Z,doge,0.2888,0.3179,0.2888,0.3195,0.2805,167174545.78,NA,-0.029100000000000015,-9.153821956590125,-0.09600246089808588,4.626760868935602
2021-08-25,2021-08-25T00:00:00Z,doge,0.2926,0.2888,0.2926,0.2967,0.2799,134492981.48,NA,0.0038000000000000256,1.3157894736842257,0.013072081567352921,4.629592691518016
2021-08-26,2021-08-26T00:00:00Z,doge,0.2684,0.2926,0.2684,0.296,0.2645,136542550.04,NA,-0.0242,-8.270676691729317,-0.08632808348849715,4.799201436143624
2021-08-27,2021-08-27T00:00:00Z,doge,0.2945,0.2684,0.2945,0.295,0.2653,116948362.01,NA,0.026099999999999957,9.72429210134127,0.09280059799411457,6.426573309246134
2021-08-28,2021-08-28T00:00:00Z,doge,0.2858,0.2945,0.2858,0.2995,0.2832,74635735.53,NA,-0.008699999999999986,-2.9541595925297037,-0.029986737595874287,6.414923678603402
2021-08-29,2021-08-29T00:00:00Z,doge,0.281,0.2858,0.281,0.2918,0.2768,76061355.59,NA,-0.004799999999999971,-1.679496151154647,-0.016937596162021198,6.409263192013193
2021-08-30,2021-08-30T00:00:00Z,doge,0.272,0.281,0.272,0.2901,0.27,111876743.63,NA,-0.009000000000000008,-3.2028469750889688,-0.03255260303774846,6.343041485737254
2021-08-31,2021-08-31T00:00:00Z,doge,0.2783,0.272,0.2783,0.2859,0.2699,101124514,NA,0.006299999999999972,2.316176470588216,0.022897602235847588,5.638954379512165
2021-09-01,2021-09-01T00:00:00Z,doge,0.2946,0.2783,0.2946,0.2952,0.2732,121493360.06,NA,0.01629999999999998,5.8569888609414145,0.05691883549668465,6.109869965420468
2021-09-02,2021-09-02T00:00:00Z,doge,0.2947,0.2946,0.2947,0.3096,0.2921,204131730.55,NA,1.000000000000445e-4,0.03394433129668695,3.39385715119278e-4,4.855921729415586
2021-09-03,2021-09-03T00:00:00Z,doge,0.2962,0.2947,0.2962,0.3047,0.2874,169313704.92,NA,0.0015000000000000013,0.5089921954529952,0.0050770120900492915,3.2048058805453885
2021-09-04,2021-09-04T00:00:00Z,doge,0.2994,0.2962,0.2994,0.3088,0.2934,126198821.33,NA,0.0031999999999999806,1.080351114112088,0.01074557015182959,2.907620149549151
